setting,threshold,precision,recall,f1,fn_rate
default_0.50,0.5,0.975796178343949,0.7302192564346998,0.8353326063249727,0.26978074356530024
tuned_0.42,0.42,0.9745547073791349,0.7302192564346998,0.8348773841961853,0.26978074356530024
