n_estimators,max_depth,min_leaf,threshold,precision,recall,f1,TP,FP,FN,TN
100,5,5,0.36,0.3535714285714286,1.0,0.5224274406332454,99,181,0,100
100,5,5,0.38,0.37218045112781956,1.0,0.5424657534246575,99,167,0,114
100,5,5,0.4,0.4074074074074074,1.0,0.5789473684210525,99,144,0,137
100,5,5,0.42,0.43805309734513276,1.0,0.6092307692307692,99,127,0,154
100,5,5,0.44,0.4714285714285714,1.0,0.6407766990291262,99,111,0,170
100,5,5,0.46,0.5025641025641026,0.98989898989899,0.6666666666666666,98,97,1,184
100,5,5,0.48,0.5280898876404494,0.9494949494949495,0.6787003610108302,94,84,5,197
100,5,5,0.5,0.5769230769230769,0.9090909090909091,0.7058823529411764,90,66,9,215
100,5,5,0.52,0.6148148148148148,0.8383838383838383,0.7094017094017093,83,52,16,229
100,5,5,0.54,0.6460176991150443,0.7373737373737373,0.6886792452830189,73,40,26,241
100,5,5,0.56,0.6746987951807228,0.5656565656565656,0.6153846153846153,56,27,43,254
100,5,5,0.58,0.7704918032786885,0.47474747474747475,0.5875,47,14,52,267
100,5,5,0.6,0.8125,0.3939393939393939,0.5306122448979591,39,9,60,272
100,5,5,0.62,0.8108108108108109,0.30303030303030304,0.44117647058823534,30,7,69,274
100,5,5,0.64,0.8518518518518519,0.23232323232323232,0.36507936507936506,23,4,76,277
100,5,5,0.66,0.75,0.09090909090909091,0.16216216216216214,9,3,90,278
100,5,5,0.68,1.0,0.04040404040404041,0.07766990291262137,4,0,95,281
100,5,5,0.7,1.0,0.010101010101010102,0.02,1,0,98,281
100,5,5,0.72,0.0,0.0,0.0,0,0,99,281
100,5,5,0.74,0.0,0.0,0.0,0,0,99,281
100,5,5,0.76,0.0,0.0,0.0,0,0,99,281
