n_estimators,max_depth,min_leaf,threshold,precision,recall,f1,TP,FP,FN,TN
200,None,5,0.6,0.7894736842105263,0.6060606060606061,0.6857142857142856,60,16,39,265
200,None,5,0.62,0.78125,0.5050505050505051,0.6134969325153373,50,14,49,267
200,None,5,0.64,0.7843137254901961,0.40404040404040403,0.5333333333333333,40,11,59,270
200,None,5,0.66,0.85,0.3434343434343434,0.48920863309352514,34,6,65,275
200,None,5,0.68,0.875,0.2828282828282828,0.4274809160305343,28,4,71,277
200,None,5,0.7,0.8888888888888888,0.24242424242424243,0.38095238095238093,24,3,75,278
200,None,5,0.72,0.9,0.18181818181818182,0.3025210084033613,18,2,81,279
200,None,5,0.74,0.9230769230769231,0.12121212121212122,0.21428571428571427,12,1,87,280
200,None,5,0.76,1.0,0.0707070707070707,0.1320754716981132,7,0,92,281
200,None,5,0.78,1.0,0.050505050505050504,0.09615384615384615,5,0,94,281
200,None,5,0.8,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
200,None,10,0.2,0.2964071856287425,1.0,0.4572748267898384,99,235,0,46
200,None,10,0.22,0.308411214953271,1.0,0.4714285714285714,99,222,0,59
200,None,10,0.24,0.31629392971246006,1.0,0.48058252427184467,99,214,0,67
200,None,10,0.26,0.3289036544850498,1.0,0.49499999999999994,99,202,0,79
200,None,10,0.28,0.33559322033898303,1.0,0.5025380710659898,99,196,0,85
200,None,10,0.3,0.35106382978723405,1.0,0.5196850393700788,99,183,0,98
200,None,10,0.32,0.37786259541984735,1.0,0.5484764542936288,99,163,0,118
200,None,10,0.34,0.396,1.0,0.5673352435530087,99,151,0,130
200,None,10,0.36,0.4194915254237288,1.0,0.591044776119403,99,137,0,144
200,None,10,0.38,0.44594594594594594,1.0,0.616822429906542,99,123,0,158
200,None,10,0.4,0.4782608695652174,1.0,0.6470588235294118,99,108,0,173
200,None,10,0.42,0.49238578680203043,0.9797979797979798,0.6554054054054054,97,100,2,181
200,None,10,0.44,0.5303867403314917,0.9696969696969697,0.6857142857142856,96,85,3,196
200,None,10,0.46,0.5529411764705883,0.9494949494949495,0.6988847583643123,94,76,5,205
200,None,10,0.48,0.5945945945945946,0.8888888888888888,0.7125506072874493,88,60,11,221
200,None,10,0.5,0.6222222222222222,0.8484848484848485,0.7179487179487178,84,51,15,230
200,None,10,0.52,0.6507936507936508,0.8282828282828283,0.7288888888888889,82,44,17,237
200,None,10,0.54,0.7053571428571429,0.797979797979798,0.7488151658767774,79,33,20,248
200,None,10,0.56,0.7272727272727273,0.7272727272727273,0.7272727272727273,72,27,27,254
200,None,10,0.58,0.7439024390243902,0.6161616161616161,0.6740331491712708,61,21,38,260
200,None,10,0.6,0.803030303030303,0.5353535353535354,0.6424242424242425,53,13,46,268
200,None,10,0.62,0.7931034482758621,0.46464646464646464,0.5859872611464969,46,12,53,269
200,None,10,0.64,0.8222222222222222,0.37373737373737376,0.513888888888889,37,8,62,273
200,None,10,0.66,0.8275862068965517,0.24242424242424243,0.37499999999999994,24,5,75,276
200,None,10,0.68,0.8636363636363636,0.1919191919191919,0.3140495867768595,19,3,80,278
200,None,10,0.7,0.8,0.08080808080808081,0.1467889908256881,8,2,91,279
200,None,10,0.72,0.875,0.0707070707070707,0.1308411214953271,7,1,92,280
200,None,10,0.74,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
200,None,10,0.76,1.0,0.010101010101010102,0.02,1,0,98,281
200,None,10,0.78,0.0,0.0,0.0,0,0,99,281
200,None,10,0.8,0.0,0.0,0.0,0,0,99,281
200,5,1,0.2,0.2742382271468144,1.0,0.4304347826086956,99,262,0,19
200,5,1,0.22,0.2773109243697479,1.0,0.43421052631578955,99,258,0,23
200,5,1,0.24,0.2877906976744186,1.0,0.4469525959367946,99,245,0,36
200,5,1,0.26,0.30745341614906835,1.0,0.4703087885985749,99,223,0,58
200,5,1,0.28,0.3235294117647059,1.0,0.48888888888888893,99,207,0,74
200,5,1,0.3,0.3378839590443686,1.0,0.5051020408163265,99,194,0,87
200,5,1,0.32,0.3498233215547703,1.0,0.5183246073298429,99,184,0,97
200,5,1,0.34,0.36666666666666664,1.0,0.5365853658536585,99,171,0,110
200,5,1,0.36,0.38671875,1.0,0.5577464788732395,99,157,0,124
200,5,1,0.38,0.4074074074074074,1.0,0.5789473684210525,99,144,0,137
200,5,1,0.4,0.4177215189873418,1.0,0.5892857142857143,99,138,0,143
200,5,1,0.42,0.44,1.0,0.6111111111111112,99,126,0,155
200,5,1,0.44,0.4714285714285714,1.0,0.6407766990291262,99,111,0,170
200,5,1,0.46,0.5025380710659898,1.0,0.6689189189189189,99,98,0,183
200,5,1,0.48,0.536723163841808,0.9595959595959596,0.6884057971014493,95,82,4,199
200,5,1,0.5,0.5548780487804879,0.9191919191919192,0.6920152091254752,91,73,8,208
200,5,1,0.52,0.60431654676259,0.8484848484848485,0.7058823529411765,84,55,15,226
200,5,1,0.54,0.6416666666666667,0.7777777777777778,0.7031963470319635,77,43,22,238
200,5,1,0.56,0.7021276595744681,0.6666666666666666,0.6839378238341969,66,28,33,253
200,5,1,0.58,0.7313432835820896,0.494949494949495,0.5903614457831325,49,18,50,263
200,5,1,0.6,0.7924528301886793,0.42424242424242425,0.5526315789473685,42,11,57,270
200,5,1,0.62,0.8048780487804879,0.3333333333333333,0.4714285714285715,33,8,66,273
200,5,1,0.64,0.8333333333333334,0.30303030303030304,0.4444444444444444,30,6,69,275
200,5,1,0.66,0.9090909090909091,0.20202020202020202,0.33057851239669417,20,2,79,279
200,5,1,0.68,0.8571428571428571,0.06060606060606061,0.11320754716981131,6,1,93,280
200,5,1,0.7,1.0,0.010101010101010102,0.02,1,0,98,281
200,5,1,0.72,0.0,0.0,0.0,0,0,99,281
200,5,1,0.74,0.0,0.0,0.0,0,0,99,281
200,5,1,0.76,0.0,0.0,0.0,0,0,99,281
200,5,1,0.78,0.0,0.0,0.0,0,0,99,281
200,5,1,0.8,0.0,0.0,0.0,0,0,99,281
200,5,5,0.2,0.27123287671232876,1.0,0.4267241379310344,99,266,0,15
200,5,5,0.22,0.2773109243697479,1.0,0.43421052631578955,99,258,0,23
200,5,5,0.24,0.28448275862068967,1.0,0.44295302013422816,99,249,0,32
200,5,5,0.26,0.3009118541033435,1.0,0.46261682242990654,99,230,0,51
200,5,5,0.28,0.3193548387096774,1.0,0.48410757946210264,99,211,0,70
200,5,5,0.3,0.3289036544850498,1.0,0.49499999999999994,99,202,0,79
200,5,5,0.32,0.34256055363321797,1.0,0.5103092783505154,99,190,0,91
200,5,5,0.34,0.3548387096774194,1.0,0.5238095238095238,99,180,0,101
200,5,5,0.36,0.376425855513308,1.0,0.5469613259668509,99,164,0,117
200,5,5,0.38,0.39919354838709675,1.0,0.5706051873198847,99,149,0,132
200,5,5,0.4,0.4177215189873418,1.0,0.5892857142857143,99,138,0,143
200,5,5,0.42,0.4342105263157895,1.0,0.6055045871559633,99,129,0,152
200,5,5,0.44,0.4583333333333333,1.0,0.6285714285714286,99,117,0,164
200,5,5,0.46,0.49746192893401014,0.98989898989899,0.6621621621621622,98,99,1,182
200,5,5,0.48,0.532608695652174,0.98989898989899,0.6925795053003534,98,86,1,195
200,5,5,0.5,0.5740740740740741,0.9393939393939394,0.7126436781609197,93,69,6,212
200,5,5,0.52,0.6041666666666666,0.8787878787878788,0.7160493827160493,87,57,12,224
200,5,5,0.54,0.639344262295082,0.7878787878787878,0.7058823529411764,78,44,21,237
200,5,5,0.56,0.6494845360824743,0.6363636363636364,0.6428571428571429,63,34,36,247
200,5,5,0.58,0.7391304347826086,0.5151515151515151,0.6071428571428571,51,18,48,263
200,5,5,0.6,0.8235294117647058,0.42424242424242425,0.5599999999999999,42,9,57,272
200,5,5,0.62,0.8048780487804879,0.3333333333333333,0.4714285714285715,33,8,66,273
200,5,5,0.64,0.8387096774193549,0.26262626262626265,0.4,26,5,73,276
200,5,5,0.66,0.8666666666666667,0.13131313131313133,0.22807017543859653,13,2,86,279
200,5,5,0.68,1.0,0.050505050505050504,0.09615384615384615,5,0,94,281
200,5,5,0.7,0.0,0.0,0.0,0,0,99,281
200,5,5,0.72,0.0,0.0,0.0,0,0,99,281
200,5,5,0.74,0.0,0.0,0.0,0,0,99,281
200,5,5,0.76,0.0,0.0,0.0,0,0,99,281
200,5,5,0.78,0.0,0.0,0.0,0,0,99,281
200,5,5,0.8,0.0,0.0,0.0,0,0,99,281
200,5,10,0.2,0.26541554959785524,1.0,0.41949152542372886,99,274,0,7
200,5,10,0.22,0.27049180327868855,1.0,0.42580645161290326,99,267,0,14
200,5,10,0.24,0.276536312849162,1.0,0.43326039387308535,99,259,0,22
200,5,10,0.26,0.2894736842105263,1.0,0.4489795918367347,99,243,0,38
200,5,10,0.28,0.3055555555555556,1.0,0.46808510638297873,99,225,0,56
200,5,10,0.3,0.32142857142857145,1.0,0.4864864864864865,99,209,0,72
200,5,10,0.32,0.3311036789297659,1.0,0.49748743718592964,99,200,0,81
200,5,10,0.34,0.34494773519163763,1.0,0.5129533678756476,99,188,0,93
200,5,10,0.36,0.3639705882352941,1.0,0.5336927223719676,99,173,0,108
200,5,10,0.38,0.3944223107569721,1.0,0.5657142857142856,99,152,0,129
200,5,10,0.4,0.41422594142259417,1.0,0.5857988165680473,99,140,0,141
200,5,10,0.42,0.43805309734513276,1.0,0.6092307692307692,99,127,0,154
200,5,10,0.44,0.4604651162790698,1.0,0.6305732484076433,99,116,0,165
200,5,10,0.46,0.495,1.0,0.6622073578595317,99,101,0,180
200,5,10,0.48,0.5340909090909091,0.9494949494949495,0.6836363636363636,94,82,5,199
200,5,10,0.5,0.5660377358490566,0.9090909090909091,0.6976744186046512,90,69,9,212
200,5,10,0.52,0.5915492957746479,0.8484848484848485,0.6970954356846473,84,58,15,223
200,5,10,0.54,0.6311475409836066,0.7777777777777778,0.6968325791855203,77,45,22,236
200,5,10,0.56,0.6813186813186813,0.6262626262626263,0.6526315789473685,62,29,37,252
200,5,10,0.58,0.7205882352941176,0.494949494949495,0.5868263473053892,49,19,50,262
200,5,10,0.6,0.7857142857142857,0.4444444444444444,0.5677419354838709,44,12,55,269
200,5,10,0.62,0.7857142857142857,0.3333333333333333,0.4680851063829786,33,9,66,272
200,5,10,0.64,0.8571428571428571,0.24242424242424243,0.37795275590551186,24,4,75,277
200,5,10,0.66,0.8571428571428571,0.12121212121212122,0.21238938053097345,12,2,87,279
200,5,10,0.68,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
200,5,10,0.7,0.0,0.0,0.0,0,0,99,281
200,5,10,0.72,0.0,0.0,0.0,0,0,99,281
200,5,10,0.74,0.0,0.0,0.0,0,0,99,281
200,5,10,0.76,0.0,0.0,0.0,0,0,99,281
200,5,10,0.78,0.0,0.0,0.0,0,0,99,281
200,5,10,0.8,0.0,0.0,0.0,0,0,99,281
200,10,1,0.2,0.35611510791366907,1.0,0.5251989389920424,99,179,0,102
200,10,1,0.22,0.37218045112781956,1.0,0.5424657534246575,99,167,0,114
200,10,1,0.24,0.4008097165991903,1.0,0.5722543352601156,99,148,0,133
200,10,1,0.26,0.4188034188034188,0.98989898989899,0.5885885885885886,98,136,1,145
200,10,1,0.28,0.44144144144144143,0.98989898989899,0.6105919003115264,98,124,1,157
200,10,1,0.3,0.46226415094339623,0.98989898989899,0.6302250803858521,98,114,1,167
200,10,1,0.32,0.48514851485148514,0.98989898989899,0.6511627906976744,98,104,1,177
200,10,1,0.34,0.5132275132275133,0.9797979797979798,0.673611111111111,97,92,2,189
200,10,1,0.36,0.5423728813559322,0.9696969696969697,0.6956521739130436,96,81,3,200
200,10,1,0.38,0.5853658536585366,0.9696969696969697,0.7300380228136881,96,68,3,213
200,10,1,0.4,0.6050955414012739,0.9595959595959596,0.7421875,95,62,4,219
200,10,1,0.42,0.6438356164383562,0.9494949494949495,0.7673469387755102,94,52,5,229
200,10,1,0.44,0.6642335766423357,0.9191919191919192,0.7711864406779662,91,46,8,235
200,10,1,0.46,0.6796875,0.8787878787878788,0.7665198237885462,87,41,12,240
200,10,1,0.48,0.711864406779661,0.8484848484848485,0.7741935483870968,84,34,15,247
200,10,1,0.5,0.7387387387387387,0.8282828282828283,0.780952380952381,82,29,17,252
200,10,1,0.52,0.7475728155339806,0.7777777777777778,0.7623762376237624,77,26,22,255
200,10,1,0.54,0.7653061224489796,0.7575757575757576,0.7614213197969544,75,23,24,258
200,10,1,0.56,0.7634408602150538,0.7171717171717171,0.7395833333333334,71,22,28,259
200,10,1,0.58,0.7831325301204819,0.6565656565656566,0.7142857142857142,65,18,34,263
200,10,1,0.6,0.7746478873239436,0.5555555555555556,0.6470588235294117,55,16,44,265
200,10,1,0.62,0.7796610169491526,0.46464646464646464,0.5822784810126582,46,13,53,268
200,10,1,0.64,0.8163265306122449,0.40404040404040403,0.5405405405405406,40,9,59,272
200,10,1,0.66,0.8536585365853658,0.35353535353535354,0.5,35,6,64,275
200,10,1,0.68,0.8857142857142857,0.31313131313131315,0.4626865671641791,31,4,68,277
200,10,1,0.7,0.896551724137931,0.26262626262626265,0.40625000000000006,26,3,73,278
200,10,1,0.72,0.8636363636363636,0.1919191919191919,0.3140495867768595,19,3,80,278
200,10,1,0.74,0.9375,0.15151515151515152,0.2608695652173913,15,1,84,280
200,10,1,0.76,0.9166666666666666,0.1111111111111111,0.1981981981981982,11,1,88,280
200,10,1,0.78,1.0,0.06060606060606061,0.1142857142857143,6,0,93,281
200,10,1,0.8,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
200,10,5,0.2,0.309375,1.0,0.4725536992840096,99,221,0,60
200,10,5,0.22,0.32038834951456313,1.0,0.4852941176470588,99,210,0,71
200,10,5,0.24,0.33221476510067116,1.0,0.49874055415617125,99,199,0,82
200,10,5,0.26,0.3498233215547703,1.0,0.5183246073298429,99,184,0,97
200,10,5,0.28,0.3680297397769517,1.0,0.5380434782608696,99,170,0,111
200,10,5,0.3,0.38372093023255816,1.0,0.5546218487394958,99,159,0,122
200,10,5,0.32,0.4074074074074074,1.0,0.5789473684210525,99,144,0,137
200,10,5,0.34,0.4267241379310345,1.0,0.5981873111782477,99,133,0,148
200,10,5,0.36,0.4647887323943662,1.0,0.6346153846153846,99,114,0,167
200,10,5,0.38,0.48756218905472637,0.98989898989899,0.6533333333333334,98,103,1,178
200,10,5,0.4,0.5185185185185185,0.98989898989899,0.6805555555555556,98,91,1,190
200,10,5,0.42,0.5549132947976878,0.9696969696969697,0.7058823529411765,96,77,3,204
200,10,5,0.44,0.5696969696969697,0.9494949494949495,0.7121212121212122,94,71,5,210
200,10,5,0.46,0.6,0.9393939393939394,0.732283464566929,93,62,6,219
200,10,5,0.48,0.6293706293706294,0.9090909090909091,0.7438016528925621,90,53,9,228
200,10,5,0.5,0.6666666666666666,0.8686868686868687,0.7543859649122807,86,43,13,238
200,10,5,0.52,0.6956521739130435,0.8080808080808081,0.7476635514018692,80,35,19,246
200,10,5,0.54,0.7352941176470589,0.7575757575757576,0.746268656716418,75,27,24,254
200,10,5,0.56,0.7395833333333334,0.7171717171717171,0.7282051282051282,71,25,28,256
200,10,5,0.58,0.7529411764705882,0.6464646464646465,0.6956521739130435,64,21,35,260
200,10,5,0.6,0.7638888888888888,0.5555555555555556,0.6432748538011696,55,17,44,264
200,10,5,0.62,0.7457627118644068,0.4444444444444444,0.5569620253164557,44,15,55,266
200,10,5,0.64,0.7777777777777778,0.35353535353535354,0.48611111111111116,35,10,64,271
200,10,5,0.66,0.8529411764705882,0.29292929292929293,0.43609022556390975,29,5,70,276
200,10,5,0.68,0.8709677419354839,0.2727272727272727,0.4153846153846154,27,4,72,277
200,10,5,0.7,0.8947368421052632,0.1717171717171717,0.288135593220339,17,2,82,279
200,10,5,0.72,0.9166666666666666,0.1111111111111111,0.1981981981981982,11,1,88,280
200,10,5,0.74,0.8888888888888888,0.08080808080808081,0.14814814814814817,8,1,91,280
200,10,5,0.76,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
200,10,5,0.78,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
200,10,5,0.8,1.0,0.010101010101010102,0.02,1,0,98,281
200,10,10,0.2,0.2990936555891239,1.0,0.4604651162790698,99,232,0,49
200,10,10,0.22,0.3103448275862069,1.0,0.4736842105263158,99,220,0,61
200,10,10,0.24,0.3183279742765273,1.0,0.48292682926829267,99,212,0,69
200,10,10,0.26,0.3289036544850498,1.0,0.49499999999999994,99,202,0,79
200,10,10,0.28,0.3378839590443686,1.0,0.5051020408163265,99,194,0,87
200,10,10,0.3,0.3498233215547703,1.0,0.5183246073298429,99,184,0,97
200,10,10,0.32,0.37218045112781956,1.0,0.5424657534246575,99,167,0,114
200,10,10,0.34,0.39285714285714285,1.0,0.5641025641025641,99,153,0,128
200,10,10,0.36,0.4177215189873418,1.0,0.5892857142857143,99,138,0,143
200,10,10,0.38,0.44,1.0,0.6111111111111112,99,126,0,155
200,10,10,0.4,0.4714285714285714,1.0,0.6407766990291262,99,111,0,170
200,10,10,0.42,0.495,1.0,0.6622073578595317,99,101,0,180
200,10,10,0.44,0.5217391304347826,0.9696969696969697,0.6784452296819787,96,88,3,193
200,10,10,0.46,0.543859649122807,0.9393939393939394,0.688888888888889,93,78,6,203
200,10,10,0.48,0.577922077922078,0.898989898989899,0.7035573122529645,89,65,10,216
200,10,10,0.5,0.6142857142857143,0.8686868686868687,0.7196652719665272,86,54,13,227
200,10,10,0.52,0.656,0.8282828282828283,0.7321428571428571,82,43,17,238
200,10,10,0.54,0.7117117117117117,0.797979797979798,0.7523809523809525,79,32,20,249
200,10,10,0.56,0.74,0.7474747474747475,0.743718592964824,74,26,25,255
200,10,10,0.58,0.759493670886076,0.6060606060606061,0.6741573033707866,60,19,39,262
200,10,10,0.6,0.7910447761194029,0.5353535353535354,0.6385542168674698,53,14,46,267
200,10,10,0.62,0.7931034482758621,0.46464646464646464,0.5859872611464969,46,12,53,269
200,10,10,0.64,0.8222222222222222,0.37373737373737376,0.513888888888889,37,8,62,273
200,10,10,0.66,0.8275862068965517,0.24242424242424243,0.37499999999999994,24,5,75,276
200,10,10,0.68,0.8636363636363636,0.1919191919191919,0.3140495867768595,19,3,80,278
200,10,10,0.7,0.8181818181818182,0.09090909090909091,0.16363636363636364,9,2,90,279
200,10,10,0.72,0.875,0.0707070707070707,0.1308411214953271,7,1,92,280
200,10,10,0.74,1.0,0.010101010101010102,0.02,1,0,98,281
200,10,10,0.76,1.0,0.010101010101010102,0.02,1,0,98,281
200,10,10,0.78,0.0,0.0,0.0,0,0,99,281
200,10,10,0.8,0.0,0.0,0.0,0,0,99,281
300,None,1,0.2,0.5056818181818182,0.898989898989899,0.6472727272727273,89,87,10,194
300,None,1,0.22,0.5365853658536586,0.8888888888888888,0.6692015209125475,88,76,11,205
300,None,1,0.24,0.5569620253164557,0.8888888888888888,0.6848249027237354,88,70,11,211
300,None,1,0.26,0.5723684210526315,0.8787878787878788,0.6932270916334661,87,65,12,216
300,None,1,0.28,0.6013986013986014,0.8686868686868687,0.7107438016528924,86,57,13,224
300,None,1,0.3,0.6335877862595419,0.8383838383838383,0.7217391304347825,83,48,16,233
300,None,1,0.32,0.6612903225806451,0.8282828282828283,0.73542600896861,82,42,17,239
300,None,1,0.34,0.7168141592920354,0.8181818181818182,0.7641509433962264,81,32,18,249
300,None,1,0.36,0.7272727272727273,0.8080808080808081,0.7655502392344496,80,30,19,251
300,None,1,0.38,0.7596153846153846,0.797979797979798,0.7783251231527094,79,25,20,256
300,None,1,0.4,0.7755102040816326,0.7676767676767676,0.7715736040609136,76,22,23,259
300,None,1,0.42,0.7888888888888889,0.7171717171717171,0.7513227513227514,71,19,28,262
300,None,1,0.44,0.7804878048780488,0.6464646464646465,0.7071823204419891,64,18,35,263
300,None,1,0.46,0.7848101265822784,0.6262626262626263,0.6966292134831461,62,17,37,264
300,None,1,0.48,0.7702702702702703,0.5757575757575758,0.6589595375722543,57,17,42,264
300,None,1,0.5,0.7647058823529411,0.5252525252525253,0.6227544910179641,52,16,47,265
300,None,1,0.52,0.765625,0.494949494949495,0.6012269938650306,49,15,50,266
300,None,1,0.54,0.7666666666666667,0.46464646464646464,0.5786163522012578,46,14,53,267
300,None,1,0.56,0.7586206896551724,0.4444444444444444,0.5605095541401274,44,14,55,267
300,None,1,0.58,0.7692307692307693,0.40404040404040403,0.5298013245033112,40,12,59,269
300,None,1,0.6,0.7708333333333334,0.37373737373737376,0.5034013605442177,37,11,62,270
300,None,1,0.62,0.8043478260869565,0.37373737373737376,0.5103448275862069,37,9,62,272
300,None,1,0.64,0.8648648648648649,0.32323232323232326,0.47058823529411764,32,5,67,276
300,None,1,0.66,0.8529411764705882,0.29292929292929293,0.43609022556390975,29,5,70,276
300,None,1,0.68,0.84375,0.2727272727272727,0.41221374045801523,27,5,72,276
300,None,1,0.7,0.8928571428571429,0.25252525252525254,0.3937007874015748,25,3,74,278
300,None,1,0.72,0.88,0.2222222222222222,0.3548387096774193,22,3,77,278
300,None,1,0.74,0.8695652173913043,0.20202020202020202,0.32786885245901637,20,3,79,278
300,None,1,0.76,0.9,0.18181818181818182,0.3025210084033613,18,2,81,279
300,None,1,0.78,0.8823529411764706,0.15151515151515152,0.25862068965517243,15,2,84,279
300,None,1,0.8,0.8666666666666667,0.13131313131313133,0.22807017543859653,13,2,86,279
300,None,5,0.2,0.3183279742765273,1.0,0.48292682926829267,99,212,0,69
300,None,5,0.22,0.33,1.0,0.49624060150375937,99,201,0,80
300,None,5,0.24,0.34256055363321797,1.0,0.5103092783505154,99,190,0,91
300,None,5,0.26,0.3574007220216607,1.0,0.5265957446808511,99,178,0,103
300,None,5,0.28,0.38671875,1.0,0.5577464788732395,99,157,0,124
300,None,5,0.3,0.4074074074074074,1.0,0.5789473684210525,99,144,0,137
300,None,5,0.32,0.43171806167400884,0.98989898989899,0.6012269938650308,98,129,1,152
300,None,5,0.34,0.4666666666666667,0.98989898989899,0.6343042071197411,98,112,1,169
300,None,5,0.36,0.5051546391752577,0.98989898989899,0.6689419795221843,98,96,1,185
300,None,5,0.38,0.5303867403314917,0.9696969696969697,0.6857142857142856,96,85,3,196
300,None,5,0.4,0.5581395348837209,0.9696969696969697,0.7084870848708487,96,76,3,205
300,None,5,0.42,0.5864197530864198,0.9595959595959596,0.7279693486590038,95,67,4,214
300,None,5,0.44,0.6012658227848101,0.9595959595959596,0.7392996108949417,95,63,4,218
300,None,5,0.46,0.6319444444444444,0.9191919191919192,0.7489711934156379,91,53,8,228
300,None,5,0.48,0.6742424242424242,0.898989898989899,0.7705627705627706,89,43,10,238
300,None,5,0.5,0.6885245901639344,0.8484848484848485,0.7601809954751131,84,38,15,243
300,None,5,0.52,0.7321428571428571,0.8282828282828283,0.7772511848341231,82,30,17,251
300,None,5,0.54,0.7378640776699029,0.7676767676767676,0.7524752475247525,76,27,23,254
300,None,5,0.56,0.7553191489361702,0.7171717171717171,0.7357512953367876,71,23,28,258
300,None,5,0.58,0.7710843373493976,0.6464646464646465,0.7032967032967034,64,19,35,262
300,None,5,0.6,0.7777777777777778,0.5656565656565656,0.6549707602339181,56,16,43,265
300,None,5,0.62,0.7704918032786885,0.47474747474747475,0.5875,47,14,52,267
300,None,5,0.64,0.7647058823529411,0.3939393939393939,0.5199999999999999,39,12,60,269
300,None,5,0.66,0.85,0.3434343434343434,0.48920863309352514,34,6,65,275
300,None,5,0.68,0.8787878787878788,0.29292929292929293,0.4393939393939394,29,4,70,277
300,None,5,0.7,0.8928571428571429,0.25252525252525254,0.3937007874015748,25,3,74,278
300,None,5,0.72,0.9,0.18181818181818182,0.3025210084033613,18,2,81,279
300,None,5,0.74,1.0,0.10101010101010101,0.1834862385321101,10,0,89,281
300,None,5,0.76,1.0,0.06060606060606061,0.1142857142857143,6,0,93,281
300,None,5,0.78,1.0,0.050505050505050504,0.09615384615384615,5,0,94,281
300,None,5,0.8,1.0,0.030303030303030304,0.05882352941176471,3,0,96,281
300,None,10,0.2,0.29376854599406527,1.0,0.4541284403669724,99,238,0,43
300,None,10,0.22,0.3009118541033435,1.0,0.46261682242990654,99,230,0,51
300,None,10,0.24,0.31329113924050633,1.0,0.47710843373493983,99,217,0,64
300,None,10,0.26,0.32459016393442625,1.0,0.49009900990099015,99,206,0,75
300,None,10,0.28,0.3333333333333333,1.0,0.5,99,198,0,83
300,None,10,0.3,0.3473684210526316,1.0,0.515625,99,186,0,95
300,None,10,0.32,0.3680297397769517,1.0,0.5380434782608696,99,170,0,111
300,None,10,0.34,0.3852140077821012,1.0,0.5561797752808989,99,158,0,123
300,None,10,0.36,0.41596638655462187,1.0,0.5875370919881305,99,139,0,142
300,None,10,0.38,0.45161290322580644,0.98989898989899,0.620253164556962,98,119,1,162
300,None,10,0.4,0.47115384615384615,0.98989898989899,0.6384364820846906,98,110,1,171
300,None,10,0.42,0.5105263157894737,0.9797979797979798,0.6712802768166091,97,93,2,188
300,None,10,0.44,0.5333333333333333,0.9696969696969697,0.6881720430107527,96,84,3,197
300,None,10,0.46,0.562874251497006,0.9494949494949495,0.706766917293233,94,73,5,208
300,None,10,0.48,0.5973154362416108,0.898989898989899,0.7177419354838711,89,60,10,221
300,None,10,0.5,0.6417910447761194,0.8686868686868687,0.7381974248927038,86,48,13,233
300,None,10,0.52,0.6721311475409836,0.8282828282828283,0.7420814479638008,82,40,17,241
300,None,10,0.54,0.6956521739130435,0.8080808080808081,0.7476635514018692,80,35,19,246
300,None,10,0.56,0.7395833333333334,0.7171717171717171,0.7282051282051282,71,25,28,256
300,None,10,0.58,0.75,0.6060606060606061,0.670391061452514,60,20,39,261
300,None,10,0.6,0.7846153846153846,0.5151515151515151,0.6219512195121952,51,14,48,267
300,None,10,0.62,0.7894736842105263,0.45454545454545453,0.5769230769230769,45,12,54,269
300,None,10,0.64,0.8222222222222222,0.37373737373737376,0.513888888888889,37,8,62,273
300,None,10,0.66,0.8275862068965517,0.24242424242424243,0.37499999999999994,24,5,75,276
300,None,10,0.68,0.9047619047619048,0.1919191919191919,0.31666666666666665,19,2,80,279
300,None,10,0.7,0.8333333333333334,0.10101010101010101,0.1801801801801802,10,2,89,279
300,None,10,0.72,1.0,0.0707070707070707,0.1320754716981132,7,0,92,281
300,None,10,0.74,1.0,0.010101010101010102,0.02,1,0,98,281
300,None,10,0.76,1.0,0.010101010101010102,0.02,1,0,98,281
300,None,10,0.78,0.0,0.0,0.0,0,0,99,281
300,None,10,0.8,0.0,0.0,0.0,0,0,99,281
300,5,1,0.2,0.2727272727272727,1.0,0.42857142857142855,99,264,0,17
300,5,1,0.22,0.275,1.0,0.4313725490196079,99,261,0,20
300,5,1,0.24,0.28205128205128205,1.0,0.44000000000000006,99,252,0,29
300,5,1,0.26,0.2920353982300885,1.0,0.452054794520548,99,240,0,41
300,5,1,0.28,0.3103448275862069,1.0,0.4736842105263158,99,220,0,61
300,5,1,0.3,0.3311036789297659,1.0,0.49748743718592964,99,200,0,81
300,5,1,0.32,0.34256055363321797,1.0,0.5103092783505154,99,190,0,91
300,5,1,0.34,0.3548387096774194,1.0,0.5238095238095238,99,180,0,101
300,5,1,0.36,0.376425855513308,1.0,0.5469613259668509,99,164,0,117
300,5,1,0.38,0.39759036144578314,1.0,0.5689655172413793,99,150,0,131
300,5,1,0.4,0.42127659574468085,1.0,0.592814371257485,99,136,0,145
300,5,1,0.42,0.4419642857142857,1.0,0.6130030959752323,99,125,0,156
300,5,1,0.44,0.47368421052631576,1.0,0.6428571428571429,99,110,0,171
300,5,1,0.46,0.5052083333333334,0.9797979797979798,0.6666666666666667,97,95,2,186
300,5,1,0.48,0.536723163841808,0.9595959595959596,0.6884057971014493,95,82,4,199
300,5,1,0.5,0.5759493670886076,0.9191919191919192,0.708171206225681,91,67,8,214
