incident_key,cluster,pca_x,pca_y,severe,automation_level
0d228d5bcb790d2,1,3.6629677775930043,1.7033417633205687,0,ADS
0d2954a0b45051c,1,3.7825296968542506,-3.596825363524497,1,ADS
0d29c55f0f7596b,0,-2.0567313420314726,0.842182203660818,1,L2
0d300a426ad3ee5,0,-2.0852767939658334,1.5381104493288846,1,L2
0d3092a8f49cdcf,1,3.7678452053375224,1.7748741599990665,1,ADS
0d5765a015471d4,0,-3.6070130340975104,1.4833919970706941,1,L2
0d5ca89e842c2f1,1,3.090745878439111,1.5011135872077854,0,ADS
0d62c96d636e7c9,0,-3.6141602949497376,0.6633142195386659,1,L2
0d6a0d69eeeab6d,0,-3.0303879291905433,-5.144920077836754,1,L2
0d70767200e85b8,0,-0.6410721212385183,1.8416021724692837,1,L2
0d76f1116bc1065,1,3.856600043010018,1.6157410129610639,0,ADS
0d793f16e8354d9,1,3.603792210749273,1.6192705928516695,0,ADS
0d7985898055083,1,3.8495036456736202,-3.6171829753892593,0,ADS
0d8a47563f9f20d,0,2.374285504603157,1.7524865311041238,0,ADS
0d9f55a3ea5cfb5,0,-3.5031908956687507,0.3082562107090025,1,L2
0da2c6d7af548f5,0,-3.606009865734855,0.8597024599730467,1,L2
0da8ca3b0e044bd,0,-2.2332749989533442,1.3960482005755437,1,L2
0da91250b1eab06,0,-0.8724748426438554,-4.621653889977739,1,L2
0db909c46b6a393,0,-3.9984422168964335,1.4460148442090008,1,L2
0dc79525eecc923,1,1.798258805289054,1.695507203058933,1,ADS
0dd044a86e4683a,0,-0.12426436482283801,-4.043511985692236,1,L2
0de5ce6513cc367,0,-2.3780397070821113,1.2016056421554262,1,L2
0de678124c2f3b5,1,2.8772654028192024,-4.172355652711686,1,ADS
0df23a575e9e4fc,1,2.563184614111192,1.949999372041668,0,ADS
0df7386b2e121f4,1,2.718969654865168,1.3112028410024381,0,ADS
0df803df1b20d3b,0,-0.4506317130047358,-4.197155824864242,1,L2
0dfac0be21c8da4,1,2.974251099815139,1.8546171653853165,0,ADS
0dfaccfa687be3d,0,-1.428274065421132,1.2600680381813434,1,L2
0e025585a1f8fe8,1,-0.6727654540159832,1.918446759525301,1,L2
0e0825896087aba,0,-1.7754982287695995,1.3056107550230491,1,L2
0e0a5572bcb3b2d,1,4.597578709652454,-3.7227568078252053,1,ADS
0e1f61b6f178c25,1,-1.8892268837111637,1.4983413579039615,1,L2
0e31d7d502710aa,1,-0.9604902166058709,1.5491512349622993,1,L2
0e3627b7b74b526,1,1.18419167239973,-3.9095496851135643,1,L2
