cluster,n_incidents,share_pct,severe_rate_pct,pct_ADS,pct_L2,top_crash_with,top_roadway_type,top_sv_movement,mean_speed_mph
0,3242,58.236033770432904,93.1523750771129,7.742134484885872,92.25786551511412,Unknown,Highway / Freeway,Proceeding Straight,39.411165946946326
1,2325,41.76396622956709,44.86021505376344,80.21505376344086,19.78494623655914,Passenger Car,Street,Stopped,11.283010752688172
